corpus;text
903;THE TERMINAL COMPLEMENT COMPONENTS C TO C CONTRIBUTE TO THE HOST S DEFENSE AGAINST INFECTION THIS STUDY WAS PERFORMED TO DETERMINE IF DEFECTIVE ACTIVATION OF C TO C BY BACTERIA CONTRIBUTES TO THE PATHOGENESIS OF THE RECURRENT PULMONARY INFECTIONS IN CYSTIC FIBROSIS WHEN EACH OF THE BACTERIA WAS INCUBATED IN THE SERUM OF PATIENTS WITH CYSTIC FIBROSIS FOR MINUTES THE CONSUMPTION OF AVAILABLE C WAS THE SAME AS IN THE SERA OF THE CONTROL PATIENTS AND OF THE TWO PATIENTS WITH CHRONIC SEVERE BRONCHIECTASIS BASED ON THE RESULTS OF THE PRESENT STUDY IT IS UNLIKELY THAT DEFECTIVE ACTIVATION OF C TO C CONTRIBUTES TO THE PATHOGENESIS OF THE INCREASED SUSCEPTIBILITY TO PULMONARY INFECTIONS OF THESE PATIENTS
904;WE STUDIED PATIENTS WITH CF AND COMPARED THEIR RESPONSIVENESS TO INHALED METHACHOLINE TO THAT OF ASTHMATIC CHILDREN AND NORMAL CHILDREN POSITIVE RESPONSES TO MCH OCCURRED IN OF THE PATIENTS WITH CF AND OF THOSE WITH ASTHMA THERE WAS A SIGNIFICANT CORRELATION BETWEEN A POSITIVE RESPONSE TO MCH IN CF AND POOR PULMONARY FUNCTION THERE WAS NO RELATIONSHIP BETWEEN ALLERGIC RHINITIS OR POSITIVE ALLERGEN SKIN TESTS AND A POSITIVE MCH RESPONSE DOSE RESPONSE CURVES AND TIME COURSE TO MCH CHALLENGE DIFFERED IN CF AND ASTHMA BRONCHIAL HYPERREACTIVITY IS THUS COMMON IN CF BUT IS DIFFERENT FROM THAT IN ASTHMA
905;LYMPHOCYTE PROLIFERATIVE RESPONSES TO PSEUDOMONAS AERUGINOSA AND STAPHYLOCOCCUS AUREUS WERE EVALUATED IN SIX SIBLING PAIRS WITH CYSTIC FIBROSIS IN EACH PAIR ONE SIBLING HAD ADVANCED CLINICAL DISEASE WHEREAS THE OTHER SIBLING WAS IN GOOD CLINICAL CONDITION THREE IN THIS LATTER GROUP HAD NO CLINICALLY APPARENT PSEUDOMONAS BRONCHITIS IN ALL CASES THE AVERAGE RESPONSES TO PSEUDOMONAS ISOLATED FROM EACH SIBLING PAIR WERE LOWER IN THE SIBLING WITH ADVANCED CLINICAL DISEASE THIS DIFFERENCE WAS NOT OBSERVED IN THE RESPONSES TO STAPHYLOCOCCUS NORMAL PLASMA OR PLASMA FROM PATIENTS WITH CF IN GOOD CLINICAL CONDITION DOES NOT RESTORE THE RESPONSES IN PATIENTS WITH ADVANCED CLINICAL DISEASE HOWEVER PLASMA FROM PATIENTS WITH LOW OR NO RESPONSES TO PSEUDOMONAS INHIBITS THE RESPONSES OF RESPONDING SIBLINGS A PROGRESSIVE SPECIFIC LYMPHOCYTE UNRESPONSIVENESS TO PSEUDOMONAS MAY PLAY AN IMPORTANT ROLE IN THE INCREASING DESTRUCTIVENESS OF CHRONIC PULMONARY PSEUDOMONAS INFECTION IN CYSTIC FIBROSIS
906;IT HAS BEEN SUGGESTED THAT PATIENTS WITH CYSTIC FIBROSIS MAY HAVE AN INTRINSIC ABNORMALITY OF THYROID FUNCTION THAT MAY BE ENHANCED BY THE ADMINISTRATION OF IODIDES WE WISH TO REPORT AN INFANT WITH CF IN WHOM HYPERTHYROIDISM DEVELOPED IN THE ABSENCE OF A GOITER FOLLOWING SHORT TERM IODIDE THERAPY
907;THE VARIOUS TREATMENTS OF SPONTANEOUS PNEUMOTHORAX IN CYSTIC FIBROSIS ARE EXAMINED OVER A YR PERIOD OPEN THORACOTOMY WITH PLEURAL ABRASION IS COMPARED TO OBSERVATION TUBE THORACOSTOMY AND TUBE THORACOSTOMY WITH INSTILLATION OF QUINACRINE OPEN THORACOTOMY WITH PLEURAL ABRASION HAS BEEN PERFORMED TIMES IN PATIENTS DISCUSSION CENTERS AROUND SELECTION OF PATIENTS PREOPERATIVE PREPARATION OPERATIVE TECHNIQUE AND POSTOPERATIVE CARE AND FOLLOW UP INCLUDING ANALYSIS OF PULMONARY FUNCTION STUDIES IN OUR EXPERIENCE OPEN THORACOTOMY WITH PLEURAL ABRASION IS A SAFE AND EFFECTIVE METHOD THAT SHOULD BE UTILIZED IN THE MANAGEMENT OF PNEUMOTHORAX IN PATIENTS WITH CYSTIC FIBROSIS
908;THIS IS A CASE REPORT OF MECONIUM ILEUS COMPLICATED BY INTESTINAL VOLVULUS AND INFARCTION IN A BLACK INFANT
909;TWO NEWBORNS WITH INTESTINAL OBSTRUCTION OF THE TERMINAL ILEUM WITHOUT MUCOVISCIDOSIS WERE CURED BY GASTROGRAFIN ENEMA A FURTHER CASE OF A PREMATURE INFANT SHOWED AT AUTOPSY A LARGE INTESTINE CONTAINING NORMAL MECONIUM BUT AN ILEUM WHICH WAS PLUGGED WITH TENACIOUS MECONIUM CONTAINING PAS POSITIVE AND ALCIAN BLUE NEGATIVE MUCUS OUR CASES WERE SIMILAR TO CASES OF MECONIUM DISEASE REPORTED BY RICKHAM AND OF MECONIUM PLUG IN THE SMALL INTESTINE REPORTED BY EMERY THE PRIMARY CAUSE OF THIS DISEASE LIES IN THE LARGE AMOUNT OF PAS POSITIVE MUCUS SECRETED FROM GOBLET CELLS OF THE ILEAL MUCOSA AND THE HYPERTROPHY OF LYMPH NODULES IN THE ILEAL SUBMUCOSA
910;MY COLLEAGUES AND I REVIEWED THE DIAGNOSIS MANAGEMENT AND PROGNOSIS IN CASES OF INFANTS WITH CYSTIC FIBROSIS AND SEVERE RESPIRATORY DISTRESS WHO WERE ADMITTED TO THE CHILDREN S HOSPITAL MEDICAL CENTER BOSTON BETWEEN AND THERE WAS A MORTALITY OVERALL SIX OF THE INFANTS WERE TREATED WITH ASSISTED VENTILATION OF WHOM ONLY ONE SURVIVED OUR SUBSEQUENT EXPERIENCE WITH ASSISTED VENTILATION HAS SHOWN NO IMPROVEMENT IN THE SURVIVAL OF THESE INFANTS
911;RELATIVELY LITTLE HAS BEEN PUBLISHED ON THE PARENTS ABILITY TO GRASP THE IMPORTANCE OF EMPIRICAL RISK DATA AND MENDELIAN TYPE PROBABILITIES THE BASIC PROBLEM IS THAT FOR MANY REASONS CONSUMERS DO NOT KNOW WHAT THE RECURRENT RISKS ARE FOR THE VARIOUS GENETIC DISEASES NOT ONLY CYSTIC FIBROSIS AS IS SO OFTEN THE PROBLEM IN HEALTH CARE THE MOST EFFECTIVE MEANS TO COMMUNICATE HEALTH CARE INFORMATION IS NOT USED OR EVEN KNOWN UNTIL THE PROBLEM OF COMMUNICATION OF PROBABILITY CAN BE WORKED OUT I WOULD LIKE TO MAKE SOME SUGGESTIONS IN TRYING TO HELP THOSE WHO ARE PROVIDED WITH PROBABILITY DATA ALWAYS RECORD PROBABILITY VALUES DISCUSSED IN THE GENETIC COUNSELING SESSION IF DEALING WITH A FAMILY PHYSICIAN THE INFORMATION SHOULD BECOME A PART OF THE MEDICAL HISTORY FOR FUTURE REFERENCE WHEN PROVIDING DOCUMENTATION OF PROBABILITIES ALWAYS INCLUDE THE INTERPRETATION OF SUCH PROBABILITIES THROUGH DIAGRAMS CHARTS AND OTHER SIMPLE MEANS USE AVAILABLE PAMPHLETS AND BROCHURES PROVIDED BY VARIOUS ORGANIZATIONS SUCH AS FOUNDATIONS AND DEPARTMENTS OF HEALTH
912;WE INVESTIGATED THE ROLE OF PSEUDOMONAS AERUGINOSA COLONIZATION IN THE RESPIRATORY TRACTS OF CYSTIC FIBROSIS CF PATIENTS TO RELATE THE EFFECT OF THIS COLONIZATION TO PROGRESSION OF BRONCHIAL AIRWAY PATHOLOGIC CONDITIONS AND TO THE PATIENTS CLINICAL PROGRESS AND TO IDENTIFY PREDISPOSING FACTORS TO PERSISTENCE OF P AERUGINOSA COLONIZATION AND BRONCHIAL TREE DAMAGE HALF OF CF PATIENTS STUDIED HAD PERSISTENT P AERUGINOSA RESPIRATORY TRACT COLONIZATION THE OTHER HALF HAD NONE PSEUDOMONAS AERUGINOSA SEEMS TO HAVE AN EXCLUSIVE PROPENSITY FOR THE RESPIRATORY TRACT AND MAY APPEAR AT ANY AGE TREATMENT WITH ANTIBIOTICS INCLUDING AMINOGLYCOSIDES FAILED TO ERADICATE P AERUGINOSA THE CONTINUOUS USE OF ANTIBIOTICS SEEMED TO CONTRIBUTE TO THE PERSISTENCE OF P AERUGINOSA AND THE APPEARANCE OF MUCOID STRAINS OF P AERUGINOSA
913;WE STUDIED THE CLINICAL AND LABORATORY CHARACTERISTICS OF SEVEN PATIENTS WITH SWEAT CHLORIDE CONCENTRATION CONSISTENTLY BETWEEN AND MEQ LITER EACH HAS CHRONIC PSEUDOMONAS BRONCHITIS AND ALL LACK DIGESTIVE SYMPTOMS LABORATORY FINDINGS INDICATE THE PRESERVATION OF EXOCRINE PANCREATIC FUNCTION THE PATIENTS INCLUDE TWO OF FIVE CHILDREN IN ONE FAMILY AND TWO OF FOUR IN ANOTHER IN A THIRD FAMILY ONE OF FIVE SIBLINGS HAS AN INTERMEDIATE SWEAT CHLORIDE CONCENTRATION BUT ANOTHER HAS A TYPICAL FIBROSIS VALUE MEQ LITER ONE PATIENT DIED OF RESPIRATORY FAILURE RESULTS OF AN AUTOPSY SHOWED BRONCHIOLECTASIS TYPICAL OF CYSTIC FIBROSIS BUT MINIMAL PANCREATIC CHANGES THE DATA SUGGEST A GENETIC BASIS FOR THIS VARIANT OF CYSTIC FIBROSIS THESE PATIENTS MAY BE HOMOZYGOUS FOR A PORTION OF A CLOSELY LINKED MULTIGENE CYSTIC FIBROSIS LOCUS OR MAY HAVE MODIFIER GENES THAT AMELIORATE THE PANCREATIC AND SWEAT LESIONS
914;FORTY SIX PATIENTS WITH CYSTIC FIBROSIS CF MONTH TO YEARS OF AGE HAD EPISODES OF ASSISTED VENTILATION THIRTY FIVE DIED AFTER TO DAYS OF MECHANICAL VENTILATION AND SIX OTHERS DIED IN THE HOSPITAL TO DAYS AFTER ASSISTED VENTILATION THERAPY WAS DISCONTINUED ONLY THREE PATIENTS SURVIVED LONGER THAN ONE YEAR AFTER DISCHARGE THESE RESULTS ARE MUCH POORER THAN THOSE REPORTED FOR PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE OF OTHER CAUSES PROBABLY BECAUSE OF THE DIFFERENT NATURAL HISTORY AND RESPONSE TO THERAPY IN CF PATIENTS WITH CF WHOSE CONDITIONS PROGRESSIVELY DETERIORATED DESPITE OPTIMAL THERAPY AND NO LONGER RESPOND TO ANTIBIOTIC AND PHYSICAL THERAPY ARE NOT GOOD CANDIDATES FOR MECHANICAL VENTILATION THE OCCASIONAL PATIENT WITH GOOD BASELINE STATUS IN WHOM ACUTE RESPIRATORY FAILURE DEVELOPS SHOULD BE CONSIDERED FOR ASSISTED VENTILATION
915;ALL OF US WHO CARE FOR PATIENTS WITH CYSTIC FIBROSIS CF ARE WELL AWARE OF THE VARYING DEGREES OF CLINICAL INVOLVEMENT THEY HAVE IT HAS LONG BEEN KNOWN THAT WHEREAS THE MOST PATIENTS HAVE PULMONARY INVOLVEMENT OF ONE DEGREE OR ANOTHER APPROXIMATELY TO OF PATIENTS WILL NOT HAVE ANY PANCREATIC INVOLVEMENT IN THE TO OF PATIENTS WITH PANCREATIC INVOLVEMENT THE DEGREE OF INVOLVEMENT CAN VARY GREATLY IF WE CAN ACCEPT THE CONCEPT OF CLINICAL HETEROGENEITY FOR THE PULMONARY AND GASTROINTESTINAL SYSTEMS THERE IS NO REASON WHY WE SHOULD DOUBT THE EXISTENCE OF CLINICAL VARIABILITY FOR THE OTHER MAJOR ORGAN SYSTEM AFFECTED BY THIS DISEASE THE SWEAT GLANDS
916;THE SWEAT TEST IS THE ONLY PRACTICAL AND RELIABLE LABORATORY TEST FOR CONFIRMATION OF THE DIAGNOSIS OF CYSTIC FIBROSIS AMONG PATIENTS REFERRED TO THE JOHNS HOPKINS HOSPITAL FOR SWEAT TESTING HAD HAD A PREVIOUS TEST TESTS HAD BEEN REPORTED AS NEGATIVE AND TESTS HAD BEEN REPORTED AS POSITIVE RESULTS OF QUANTITATIVE PILOCARPINE IONTOPHORESIS SWEAT TESTS AT THIS CENTER LED TO A CHANGE IN DIAGNOSIS IN OF THESE PATIENTS MOST OF THE ERRORS WERE FALSE POSITIVE
917;IGE ANTIBODY PRODUCTION TO EXOENZYMES AND COMMON ANTIGEN OEP OF P AERUGINOSA WAS STUDIED IN MICE THAT WERE INJECTED WITH THE ANTIGENS INCORPORATED INTO WATER IN OIL IN WATER W O W EMULSION OR AL OH GEL OEP AND PROTEASE TOXOID PT ELICITED IGE ANTIBODY RESPONSE BUT ELASTASE TOXOID ET DID NOT CAPACITY OF THE OEP TO PRODUCE IGE ANTIBODY WAS REDUCED REMARKABLY BY IT S PROTEASE TREATMENT WHICH SUGGESTED THAT THE CAPACITY LIES IN THE PROTEIN PORTION OF OEP THE W O W EMULSION WAS LESS EFFECTIVE THAN AL OH GEL IN ADJUVANTICITY TO ELICIT IGE ANTIBODY RESPONSE BUT THE EMULSION ENHANCED THE IGM AND OR IGG ANTIBODY RESPONSE TO PT AND MAINTAINED A CONSTANT LEVEL FOR A LONG PERIOD THESE FINDINGS MAY SUGGEST THAT IGE ANTIBODY RESPONSE TO SOME COMPONENTS OF P AERUGINOSA COULD BE INDUCED IN MAN HIGH SERUM LEVEL OF IGE WAS OBSERVED IN SOME CASES OF CYSTIC FIBROSIS CAUSED BY P AERUGINOSA INFECTION ALTHOUGH THE IGE ANTIBODY ACTIVITY HAS NOT YET BEEN DETERMINED
918;THE EFFECT ON INTRACELLULAR PRODUCTION OF CARBON DIOXIDE FROM GLUCOSE OF SERA FROM CYSTIC FIBROSIS C F HOMOZYGOTES AND HETEROZYGOTES WAS DETERMINED IN AN ESTABLISHED CELL LINE VERO CELL BY A DOUBLE BLIND ASSAY CO PRODUCTION WAS REDUCED WHEN CELLS WERE INCUBATED WITH AN AMMONIUM SULPHATE PRECIPITATED FRACTION OF SERA FROM C F HOMOZYGOTES AND HETEROZYGOTES BUT NOT BY A SIMILAR FRACTION FROM SERA OF HEALTHY DONORS
919;LIKE DR CHASE AND DR DUPONT WE HAVE FOUND ESSENTIAL FATTY ACID DEFICIENCY USUALLY SUBCLINICAL IN CYSTIC FIBROSIS PATIENTS HOWEVER WE FEEL THAT THEIR DATA ON PROSTAGLANDIN SYNTHESIS MAY HAVE OTHER INTERPRETATIONS IN PATIENTS WITH DEFICIENCY OF LINOLEIC ACID OLEIC ACID IS USED AN ALTERNATIVE SUBSTRATE AND INSTEAD OF DIHOMOGAMMALINOLEIC ACID AN ALTERNATIVE FATTY ACID IS PRODUCED WE HAVE FOUND INCREASED AMOUNTS OF THIS SUBSTANCE IN THE PLASMA OF PATIENTS WITH CYSTIC FIBROSIS WE AGREE WITH THE AUTHORS CONCLUSION THAT LEVELS OF LINOLEIC ACID ARE SPECIFICALLY RELATED TO P G PRODUCTION IN CHILDREN WITH CYSTIC FIBROSIS IT REMAINS TO BE SHOWN WHETHER CHILDREN WITH CYSTIC FIBROSIS HAVE A PRIMARY ABNORMALITY OF FATTY ACID METABOLISM OR WHETHER THE OBSERVED DISTURBANCES OF PROSTAGLANDIN METABOLISM ARE SECONDARY TO MALABSORPTION OF DIETARY ESSENTIAL FATTY ACIDS IN EITHER CASE CERTAIN CLINICAL FEATURES OF THE DISEASE MAY WELL BE EXPLAINED BY PROSTAGLANDIN DISTURBANCES
920;A DIAGNOSIS OF CYSTIC FIBROSIS WAS INCORRECTLY MADE AFTER FALSE POSITIVE SWEAT TESTS IN CHILDREN OF THESE CHILDREN HAD BEEN TESTED AT HOSPITALS WHERE IT SEEMS LIKELY THAT SWEAT TESTS WERE NOT DONE VERY OFTEN ALL THE CHILDREN HAD NORMAL SWEAT ELECTROLYTE VALUES WHEN THE TEST WAS REPEATED AT A REGIONAL PAEDIATRIC CENTRE WHERE APPROXIMATELY SWEAT TESTS ARE DONE EACH YEAR IN CASES DETAILED TESTING OF PANCREATIC FUNCTION WAS NORMAL NONE OF THE CHILDREN HAD TYPICAL CHEST DISEASE AND ONLY HAD GASTROINTESTINAL SYMPTOMS IN THE ABSENCE OF THE TYPICAL CLINICAL FEATURES OF THE DISEASE A DIAGNOSIS OF CYSTIC FIBROSIS SHOULD BE MADE WITH EXTREME CAUTION AND ONLY AFTER METICULOUS TESTING OF BOTH SWEAT ELECTROLYTES AND PANCREATIC FUNCTION
921;A BIOCHEMICAL LINK IS PROPOSED BETWEEN SECRETION AND REABSORPTION IN EXOCRINE GLANDS IN THE FORM OF A FACTOR KININ E WHICH INITIATES ION REABSORPTION ACTIVATION OF THIS FACTOR INVOLVES ARGININE ESTERASES AND IN CYSTIC FIBROSIS THESE MAY BE DEFECTIVE PREVENTING THE FORMATION OF KININ E IN CYSTIC FIBROSIS STIMULATION OF EXOCRINE GLANDS PRODUCES ABNORMAL REABSORPTION OF IONS LEADING TO THE PHYSIOLOGICAL ABNORMALITIES AND CLINICAL MANIFESTATIONS OF THE DISEASE
922;BURNS AND MAY PROPOSED THE FOLLOWING PATTERN FOR THE BACTERIOLOGY OF CYSTIC FIBROSIS STAPHYLOCOCCUS AUREUS IS THE INITIAL BACTERIAL PATHOGEN AND DAMAGE CAUSED BY IT RENDERS THE LUNGS SUSCEPTIBLE TO INFECTION BY OTHER SPECIES CONTROL OF S AUREUS BY ANTIBIOTICS ALLOWS THE INFLUX OF HAEMOPHILUS INFLUENZAE PSEUDOMONAS AERUGINOSA IS INTRODUCED AND CONTINUED CHEMOTHERAPY ENCOURAGES ITS ESTABLISHMENT P AERUGINOSA SUPPLANTS S AUREUS AND H INFLUENZAE BECOMING THE SOLE PATHOGEN I HAVE EXAMINED THESE IDEAS BY QUANTITATIVE CULTURE OF SPUTUM FROM PATIENTS SEEN AT THE CYSTIC FIBROSIS TREATMENT AND RESEARCH CENTER UNIVERSITY OF OREGON HEALTH SCIENCES CENTER FROM TO THE RESULTS ACCORD WITH THE ORIGINAL HYPOTHESIS OF BURNS AND MAY IN OF PATIENTS THE SPUTUM BACTERIAL FLORA CHANGED AS THE HYPOTHESIS OF BURNS AND MAY PREDICTED THIS PRELIMINARY DATA SUGGESTS THAT ONE OF THE PRIMARY SPUTUM ABNORMALITIES IN CYSTIC FIBROSIS MAY BE INCREASED CA WHICH MAKES THE SPUTUM SUSCEPTIBLE TO COLONISATION BY S AUREUS AFTER INFECTION THE CA CONCENTRATION IS REDUCED AND THE LUNG BECOMES SUSCEPTIBLE TO COLONISATION BY OTHER MICROORGANISMS INCLUDING H INFLUENZAE P AERUGINOSA AND ESCHERICHIA COLI
923;WE CONFIRM THAT THYMIDINE REQUIRING THY STAPHYLOCOCCUS AUREUS STRAINS ARE COMMON IN PATIENTS WITH CYSTIC FIBROSIS IN MONTHS WE ISOLATED STAPH AUREUS FROM OF PATIENTS WITH C F DESPITE LONG TERM CO TRIMOXAZOLE STAPH AUREUS TENDS TO PERSIST IN THE SPUTUM EVEN THOUGH ISOLATES DO NOT REQUIRE THYMIDINE AT FIRST AND ARE TRIMETHOPRIM SENSITIVE IN VITRO STAPH AUREUS IS LESS COMMONLY ISOLATED AND OF LESS SIGNIFICANCE IN MOST OTHER CHEST CONDITIONS FOR WHICH CO TRIMOXAZOLE IS GIVEN THESE FACTORS MAY EXPLAIN WHY THY STAPHYLOCOCCI ARE RECOGNISED MORE FREQUENTLY IN C F THAN IN OTHER DISEASES
924;CHILDREN WITH CYSTIC FIBROSIS C F HAD LOWER LEVELS OF THE ESSENTIAL FATTY ACID LINOLEIC ACID IN PLASMA AND IN RED BLOOD CELLS THAN DID CONTROL CHILDREN AND PRODUCTION OF PROSTAGLANDIN F ALPHA P G F ALPHA WAS HIGHER THAN IN CONTROLS AFTER MONTHS OF ORAL LINOLEIC ACID SUPPLEMENTATION IN OF THE CHILDREN WITH C F THE LINOLEIC ACID LEVELS IN PLASMA RED CELLS AND PLATELETS WERE HIGHER AND P G F ALPHA PRODUCTION WAS LOWER THAN IN THE CHILDREN WITH C F WHO RECEIVED A PLACEBO LIPID PROSTAGLANDIN F ALPHA IS ASSOCIATED WITH BRONCHOCONSTRICTION AND ITS INCREASED PRODUCTION IN CHILDREN WITH C F MIGHT BE CAUSALLY RELATED TO THEIR CHRONIC PULMONARY DISEASE
925;DR FREED AND DR BUCKLEY HAVE SHOWN THAT A LECTIN CONCANAVALIN A CON A CAUSES SEVERE RHINITIS SINUSITIS AND INCREASED MUCUS SECRETION WHEN INHALED BY MAN OR SMALL INTESTINAL COLIC FOUL SMELLING FLATUS AND MUCUS COATED STOOLS IF INGESTED IT IS SOMEWHAT SURPRISING THAT THE AUTHORS SUGGEST THAT A SUITABLE INHALED OR INGESTED LECTIN MAY BE USEFUL IN TREATING PATIENTS WITH CYSTIC FIBROSIS SINCE THE VERY SYMPTOMS PRODUCED BY THE INGESTED LECTIN RESEMBLE THOSE ASSOCIATED WITH THE DISEASE A MORE ATTRACTIVE RECOMMENDATION WOULD BE FOR PATIENTS WITH CYSTIC FIBROSIS TO AVOID SUBSTANCES CONTAINING LECTINS SUCH AS CON A TO AVOID STIMULATING ADDITIONAL MUCUS RELEASE THE UNDERLYING PATHOGENETIC DEFECT IN CYSTIC FIBROSIS MAY BE INAPPROPRIATE EXCESSIVE STIMULI BY LECTIN LIKE SUBSTANCES THESE OBSERVATIONS SUGGEST THAT THE INCREASE IN THE PROTEIN CONTENT OF LYMPHOCYTES IS STIMULATED BY A PLASMA FACTOR PRESENT IN PATIENTS WITH CYSTIC FIBROSIS AND IN CARRIERS OF THE CYSTIC FIBROSIS GENE THESE OBSERVATIONS PLUS THOSE OF FREED AND BUCKLEY MIGHT SUGGEST THAT CYSTIC FIBROSIS IS A DISEASE INVOLVING A PLASMA FACTOR WITH LECTIN OR CON A LIKE ACTIVITY WHICH STIMULATES THE SECRETION OF MUCUS AND INCREASES THE ENZYME CONTENT OF CIRCULATING OR CULTURED LYMPHOCYTES PROFESSOR LIEBERMAN CONFUSES CAUSE WITH EFFECT IF THERE IS EXCESSIVE MUCUS PRODUCTION IN CYSTIC FIBROSIS WE SUGGEST THAT THIS IS BECAUSE THE SECRETION IS SO DIFFICULT TO REMOVE FROM THE MUCOSAL SURFACE GOBLET CELLS AND MUCUS GLANDS BECOME CLOGGED WITH HYPERVISCID MUCUS WHICH NOT BEING REMOVED STIMULATES FURTHER MUCUS PRODUCTION TO DEPRIVE THE PATIENT OF THE MUCOTRACTIVE VALUE OF HIS DIETARY LECTINS WOULD BE A THERAPEUTIC MISCHIEF EQUIVALENT TO PRESCRIBING A COUGH SUPPRESANT FOR A PRODUCTIVE COUGH
926;CYSTIC FIBROSIS IS INHERITED BY SINGLE AUTOSOMAL TRANSMISSION THAT AT LEAST IS THE GENERAL VIEW BUT FROM TIME TO TIME OTHER SUGGESTIONS ARE OFFERED STERN ET AL DESCRIBE WHAT THEY BELIEVE MAY BE A GENETIC VARIANT THE AFFECTED PATIENTS THEY SUGGEST ARE HOMOZYGOUS FOR A PORTION OF A CLOSELY LINKED MULTIGENIC CYSTIC FIBROSIS LOCUS OR HAVE MODIFIER GENES AMELIORATING THE PANCREATIC AND SWEAT LESIONS DO THESE PATIENTS REALLY HAVE CF AND IF SO ARE STERN ET AL JUSTIFIED IN SUGGESTING THAT THEY DIFFER GENETICALLY FROM THE CLASSIC CF PATIENT THIS HYPOTHESIS MAY NOT BE CORRECT BUT UNTIL WE UNDERSTAND THE BASIC FUNDAMENTAL DEFECT IT MAY BE UNWISE TO DIVIDE CF INTO DIFFERENT GENETIC TYPES ON THE BASIS OF CLINICAL VARIATIONS
927;DR SMALLEY AND HER COLLEAGUES RIGHTLY STRESS THAT THE COMMONEST REASON FOR ABNORMALLY HIGH SWEAT ELECTROLYTE LEVELS APART FROM CYSTIC FIBROSIS IS FAULTY TECHNIQUE A FURTHER CAUSE OF FALSE POSITIVE RESULTS AND POTENTIALLY MORE IMPORTANT THAN THE LIST OF RARE DISORDERS USUALLY CITED IS ATOPIC DERMATITIS DR M AMPOLA AND I INVESTIGATED TEN CHILDREN WITH ECZEMA AT THE TUFTS NEW ENGLAND MEDICAL CENTER BOSTON AND FOUND HIGHER SODIUM AND OR CHLORIDE LEVELS IN SWEAT OBTAINED FROM AFFECTED SKIN THAN IN SWEAT FROM NORMAL SKIN IN THE SAME INDIVIDUALS IN FOUR OF THESE ATOPIC CHILDREN LEVELS WITHIN THE DIAGNOSTIC RANGE FOR CYSTIC FIBROSIS WERE OBTAINED ABOVE MMOL L
928;WE HAVE INVESTIGATED THE FATTY ACID COMPOSITION OF SERUM LECITHINS FROM FOUR GROUPS OF C F PATIENTS DEFINED BY THEIR PANCREATIC FUNCTION EVALUATED BY H QUANTITATIVE STOOL FAT AND DETERMINATION OF THE COEFFICIENT OF FAT ABSORPTION C F PATIENTS WITHOUT PANCREATIC INSUFFICIENCY AND NOT ON PANCREATIC EXTRACT HAD SIGNIFICANTLY HIGHER PERCENTAGES OF LINOLEIC ACID THAN DID PATIENTS OF ANY OTHER GROUP THE ALTERED FATTY ACID COMPOSITION OF SERUM LIPID FRACTIONS SEEMS TO BE A SECONDARY CONSEQUENCE OF THE PANCREATIC INSUFFICIENCY COMMONLY ASSOCIATED WITH C F DISEASE AND NOT A DIRECT METABOLIC DEFECT AS SOME HAVE SUGGESTED
929;PATIENTS WITH CYSTIC FIBROSIS HAVE A HIGHER CONCENTRATION OF SODIUM AND CHLORIDE IN THEIR SWEAT THAN NORMALS THIS OBSERVATION LED TO THE INTRODUCTION OF AN IONTOPHORESIS TECHNIQUE FOR STIMULATING THE SWEAT GLANDS WITH PILOCARPINE OCCASIONALLY ELECTRICAL BURNS RESULT FROM DEFECTIVE EQUIPMENT OR FROM AN INCORRECT OR BADLY APPLIED TEST PROCEDURE A NEW DESIGN OF EQUIPMENT IS PRESENTED WHICH ELIMINATES THE POSSIBILITY OF A BURN DURING THE TEST
930;MANY ATTEMPTS HAVE BEEN MADE TO ESTABLISH A SUITABLE SCREENING TEST FOR CYSTIC FIBROSIS FOR NEWBORNS RECENTLY A NEW METHOD HAS BEEN DESCRIBED BY CROSSLEY AND HER ASSOCIATES IT IS BASED ON MEASURING PANCREATIC TRYPSIN IN A SAMPLE OF FAECES COLLECTED ON TO FILTER PAPER ON THE TH OR TH DAY OF LIFE THE FALSE NEGATIVE RATE OF THE NEW TEST HAS NOT YET BEEN DETERMINED BUT OLDER CHILDREN WITH CF AND PANCREATIC ACHYLIA ALL GAVE ABNORMAL RESULTS WHEN TESTED THE DISADVANTAGE OF THE TEST AS WITH THE MECONIUM ALBUMIN TEST IS THAT ABOUT OF CHILDREN WITH CF ARE SAID NOT TO HAVE PANCREATIC ACHYLIA WHILST THE METHOD NEEDS MORE EXTENSIVE EVALUATION IT APPEARS TECHNICALLY MORE SATISFACTORY THAN OTHERS SO FAR DESCRIBED
931;WE HAVE MEASURED FAST MOVING COMPONENTS OF HAEMOGLOBIN FMH IN NINE CHILDREN WITH CYSTIC FIBROSIS WITHOUT ANY CLINICAL EVIDENCE OF DIABETES MELLITUS THE NINE PATIENTS WITH CYSTIC FIBROSIS HAD A MEAN FMH OF WHICH DIFFERED SIGNIFICANTLY FROM CONTROLS WITH A MEAN FMH OF THERE WAS NO CORRELATION BETWEEN FMH AND AGE OR FMH AND DURATION OF DISEASE THE ABOVE RESULTS RAISE THE QUESTION AS TO WHAT EXTENT THE FMH IS A REFLECTION OF HYPERGLYCAEMIA OR INSULINOPENIA
